Dispositivo para el lanzamiento por aire de elementos flexibles de perfil cerrado  ,"Dispositivo para el lanzamiento por aire de elementos flexibles de perfil cerrado. La invención se refiere a un dispositivo para el lanzamiento desde el aire de un gran número de elementos flexibles de perfil cerrado, de tipo anillo, uno a uno, de manera eficaz y rápida. Dicho dispositivo consta de un chasis poligonal, provisto de varios elementos de lanzamiento (5) distribuidos en su periferia, así como elementos guía (6). Los elementos por soltar (2) son previamente cargados alrededor del dispositivo, retenidos y liberados individualmente por medio del sistema de correas (9) de los elementos de lanzamiento (5). Posteriormente, se mantienen abiertos y se guían hasta su punto de caída por medio de elementos guía (6). Para facilitar la fase de carga, el chasis puede plegarse. Un mecanismo también permite regular la tensión de los elementos flexibles (2) para garantizar un mantenimiento óptimo. El dispositivo, de acuerdo con la invención, está particularmente destinado al lanzamiento de anillos sobre los árboles, en el contexto del combate de insectos plaga en la agricultura."
Dispositivo para el lanzamiento por aire de elementos flexibles de perfil cerrado  ,"Dispositivo para el lanzamiento por aire de elementos flexibles de perfil cerrado. La invención se refiere a un dispositivo para el lanzamiento desde el aire de un gran número de elementos flexibles de perfil cerrado, de tipo anillo, uno a uno, de manera eficaz y rápida. Dicho dispositivo consta de un chasis poligonal, provisto de varios elementos de lanzamiento (5) distribuidos en su periferia, así como elementos guía (6). Los elementos por soltar (2) son previamente cargados alrededor del dispositivo, retenidos y liberados individualmente por medio del sistema de correas (9) de los elementos de lanzamiento (5). Posteriormente, se mantienen abiertos y se guían hasta su punto de caída por medio de elementos guía (6). Para facilitar la fase de carga, el chasis puede plegarse. Un mecanismo también permite regular la tensión de los elementos flexibles (2) para garantizar un mantenimiento óptimo. El dispositivo, de acuerdo con la invención, está particularmente destinado al lanzamiento de anillos sobre los árboles, en el contexto del combate de insectos plaga en la agricultura."
Método para mejorar el rendimiento producido por una planta mediante un casete de expresión heterólogo  ,"La presente invención se refiere a la reproducción de plantas y a la agricultura. En particular, la invención se refiere a materiales y métodos para mejorar el rendimiento de las plantas. Preferentemente, dicha mejora es visible en condiciones de estrés de patógenos fúngicos."
Método para mejorar el rendimiento producido por una planta mediante un casete de expresión heterólogo  ,"La presente invención se refiere a la reproducción de plantas y a la agricultura. En particular, la invención se refiere a materiales y métodos para mejorar el rendimiento de las plantas. Preferentemente, dicha mejora es visible en condiciones de estrés de patógenos fúngicos."
Identificación de composiciones microbianas beneficiosas para la agricultura y usos de estas.  ,"La presente descripción se refiere a métodos para identificar microorganismos que producen metabolitos útiles en la agricultura, entre otros campos de aplicación. La presente descripción se refiere además a composiciones que incluyen los metabolitos o los microorganismos que producen los metabolitos y métodos para usar los mismos en la agricultura y otros campos de aplicación."
Identificación de composiciones microbianas beneficiosas para la agricultura y usos de estas.  ,"La presente descripción se refiere a métodos para identificar microorganismos que producen metabolitos útiles en la agricultura, entre otros campos de aplicación. La presente descripción se refiere además a composiciones que incluyen los metabolitos o los microorganismos que producen los metabolitos y métodos para usar los mismos en la agricultura y otros campos de aplicación."
Derivados heterocíclicos activos en plaguicidas con sustituyentes que contienen azufre.  ,"Compuestos de fórmula (I) donde G1, G2, X, R1, R2 R3, y R4 son como se han definido en la reivindicación 1. Además, la presente invención se refiere a composiciones agroquímicas que comprenden compuestos de fórmula (I), a la preparación de estas composiciones y al uso de los compuestos o las composiciones en agricultura u horticultura para combatir, prevenir o controlar plagas de animales, incluyendo artrópodos y, en particular, insectos, moluscos, nematodos o representantes del orden Acarina."
Derivados heterocíclicos activos en plaguicidas con sustituyentes que contienen azufre.  ,"Compuestos de fórmula (I) donde G1, G2, X, R1, R2 R3, y R4 son como se han definido en la reivindicación 1. Además, la presente invención se refiere a composiciones agroquímicas que comprenden compuestos de fórmula (I), a la preparación de estas composiciones y al uso de los compuestos o las composiciones en agricultura u horticultura para combatir, prevenir o controlar plagas de animales, incluyendo artrópodos y, en particular, insectos, moluscos, nematodos o representantes del orden Acarina."
Pseudomonas palmensis bbb001 estimulante del metabolismo adaptativo de plantas frente a estrés abiótico y mejoradora  ,"Cepa bacteriana Pseudomonas palmensis BBB001, microorganismo del grupo de las bacterias Gram -, género Pseudomonas, estimulante del metabolismo adaptativo de plantas frente a estrés abiótico y mejoradora de la nutrición vegetal en hierro y otros nutrientes. Esta cepa, aislada a partir de la rizosfera de Nicotiana glauca, ha sido caracterizada desde el punto de vista morfológico, bioquímico y genético mediante secuenciación total de su genoma, identificándose como nueva especie, disminuye el estrés oxidativo en las plantas induciendo una mayor producción y una mejora en su adaptación a condiciones de estrés abiótico, por ejemplo, por falta de agua o alta salinidad, por lo que puede ser utilizada, sola o en combinación con otras cepas, con objeto de incrementar el fitness de las plantas en especies vegetales de interés agronómico alimentario. Por otra parte, dado que es capaz de mejorar la nutrición de hierro, fósforo y potasio, tiene también aplicación como biofertilizante, tanto en agricultura ecológica como convencional."
Pseudomonas palmensis bbb001 estimulante del metabolismo adaptativo de plantas frente a estrés abiótico y mejoradora  ,"Cepa bacteriana Pseudomonas palmensis BBB001, microorganismo del grupo de las bacterias Gram -, género Pseudomonas, estimulante del metabolismo adaptativo de plantas frente a estrés abiótico y mejoradora de la nutrición vegetal en hierro y otros nutrientes. Esta cepa, aislada a partir de la rizosfera de Nicotiana glauca, ha sido caracterizada desde el punto de vista morfológico, bioquímico y genético mediante secuenciación total de su genoma, identificándose como nueva especie, disminuye el estrés oxidativo en las plantas induciendo una mayor producción y una mejora en su adaptación a condiciones de estrés abiótico, por ejemplo, por falta de agua o alta salinidad, por lo que puede ser utilizada, sola o en combinación con otras cepas, con objeto de incrementar el fitness de las plantas en especies vegetales de interés agronómico alimentario. Por otra parte, dado que es capaz de mejorar la nutrición de hierro, fósforo y potasio, tiene también aplicación como biofertilizante, tanto en agricultura ecológica como convencional."
METODO Y APARATO PARA AGRICULTURA INTERIOR AUTONOMA.  ,Un sistema de cultivo autónomo incluye un dispositivo informático que está configurado para obtener datos de las características de la planta que caracterizan una o más características de una planta que crece en al menos un módulo de cultivo. El dispositivo informático está configurado además para determinar al menos una deficiencia de crecimiento de la planta en función de los datos de las características de la planta utilizando un motor de cultivo y para enviar al menos una acción de cultivo a un controlador de cultivo acoplado operativamente al al menos un módulo de cultivo. La al menos una acción de cultivo incluye una acción correctiva para mejorar las condiciones de crecimiento de la planta.
METODO Y APARATO PARA AGRICULTURA INTERIOR AUTONOMA.  ,Un sistema de cultivo autónomo incluye un dispositivo informático que está configurado para obtener datos de las características de la planta que caracterizan una o más características de una planta que crece en al menos un módulo de cultivo. El dispositivo informático está configurado además para determinar al menos una deficiencia de crecimiento de la planta en función de los datos de las características de la planta utilizando un motor de cultivo y para enviar al menos una acción de cultivo a un controlador de cultivo acoplado operativamente al al menos un módulo de cultivo. La al menos una acción de cultivo incluye una acción correctiva para mejorar las condiciones de crecimiento de la planta.
"USO DE UN VIDRIO DE ALUMINOSILICATO PARA PROPORCIONAR A UNA PLANTA SILICIO EN FORMA ASIMILABLE, METODO PARA TRATAR UNA PLANTA USANDO ESTE VIDRIO Y UN NUEVO POLVO DE DICHO VIDRIO.  ","Uso de un vidrio de aluminosilicato para proporcionar a una planta silicio en forma asimilable, un método para tratar una planta usando este vidrio y un nuevo polvo de dicho vidrio. El tema de la presente invención consiste en el uso de un vidrio de aluminosilicato para proporcionar a una planta silicio en forma asimilable, un método para tratar una planta usando dicho vidrio y un nuevo polvo del citado vidrio. De acuerdo con la invención, este vidrio de aluminosilicato comprende los siguientes constituyentes en un contenido en peso que varía dentro de los límites definidos a continuación: SiO2 30 a 60 % Al2O3 10 a 26 % CaO+MgO+Na2O+K2O 15 a 45 %. La invención encuentra aplicaciones, en particular, en el campo de la agricultura."
"USO DE UN VIDRIO DE ALUMINOSILICATO PARA PROPORCIONAR A UNA PLANTA SILICIO EN FORMA ASIMILABLE, METODO PARA TRATAR UNA PLANTA USANDO ESTE VIDRIO Y UN NUEVO POLVO DE DICHO VIDRIO.  ","Uso de un vidrio de aluminosilicato para proporcionar a una planta silicio en forma asimilable, un método para tratar una planta usando este vidrio y un nuevo polvo de dicho vidrio. El tema de la presente invención consiste en el uso de un vidrio de aluminosilicato para proporcionar a una planta silicio en forma asimilable, un método para tratar una planta usando dicho vidrio y un nuevo polvo del citado vidrio. De acuerdo con la invención, este vidrio de aluminosilicato comprende los siguientes constituyentes en un contenido en peso que varía dentro de los límites definidos a continuación: SiO2 30 a 60 % Al2O3 10 a 26 % CaO+MgO+Na2O+K2O 15 a 45 %. La invención encuentra aplicaciones, en particular, en el campo de la agricultura."
USO DE FORMULACIONES TÁNICAS CONTRA ENFERMEDADES PRODUCIDAS POR BACTERIAS Y HONGOS DE PLANTAS.  ,"La presente invención se refiere a composición y método de uso de una formulación antibacterial utilizando taninos que sea aceptable para la agricultura y para su uso en contra de enfermedades bacterianas y micóticas en plantas. La composición está basada en una matriz orgánica y puede ser balanceada con dispersantes, floculantes y humectantes y puede ser utilizada contra una gran variedad de enfermedades bacterianas agrícolas."
